date,sku_id,weekly_demand,forecast_demand,forecast_error
2025-11-17,SKU00001,27,30.39789363477809,-3.3978936347780895
2025-11-24,SKU00001,17,31.832444307056626,-14.832444307056626
2025-12-01,SKU00001,26,33.72867667824085,-7.728676678240852
2025-12-08,SKU00001,25,29.38730955781667,-4.387309557816671
2025-12-15,SKU00001,31,28.410568220392612,2.589431779607388
2025-12-22,SKU00001,26,30.116081422944116,-4.1160814229441165
2025-12-29,SKU00001,28,28.974109147299842,-0.974109147299842
2026-01-05,SKU00001,14,20.202977814856332,-6.202977814856332
2025-11-17,SKU00002,41,171.62814380277712,-130.62814380277712
2025-11-24,SKU00002,41,129.76207770858318,-88.76207770858318
2025-12-01,SKU00002,25,72.59912004662004,-47.599120046620044
2025-12-08,SKU00002,130,51.58161988011991,78.41838011988008
2025-12-15,SKU00002,306,78.60636879978064,227.39363120021937
2025-12-22,SKU00002,276,142.27332834039026,133.72667165960974
2025-12-29,SKU00002,262,175.66047292939763,86.33952707060237
2026-01-05,SKU00002,80,175.23036215173713,-95.23036215173713
2025-11-17,SKU00003,4,9.450031784536156,-5.450031784536156
2025-11-24,SKU00003,14,8.882139249127567,5.117860750872433
2025-12-01,SKU00003,10,9.179299541632092,0.8207004583679076
2025-12-08,SKU00003,9,9.594477340282898,-0.5944773402828982
2025-12-15,SKU00003,10,10.410631115325144,-0.4106311153251436
2025-12-22,SKU00003,8,11.079162437730387,-3.0791624377303872
2025-12-29,SKU00003,2,10.028426911407037,-8.028426911407037
2025-11-17,SKU00004,15,15.904676170041173,-0.9046761700411725
2025-11-24,SKU00004,14,14.450933512952297,-0.45093351295229667
2025-12-01,SKU00004,12,14.695308972495086,-2.695308972495086
2025-12-08,SKU00004,18,16.676267024088663,1.3237329759113372
2025-12-15,SKU00004,42,16.40549403836154,25.59450596163846
2025-12-22,SKU00004,18,19.433672006175957,-1.4336720061759571
2025-12-29,SKU00004,11,17.165813026766376,-6.165813026766376
2026-01-05,SKU00004,5,11.678645220676295,-6.6786452206762945
2025-11-17,SKU00005,15,18.954178645079093,-3.954178645079093
2025-11-24,SKU00005,13,16.58424845495156,-3.5842484549515596
2025-12-01,SKU00005,17,18.48065439823408,-1.4806543982340798
2025-12-08,SKU00005,17,17.029427575937238,-0.02942757593723755
2025-12-15,SKU00005,26,19.162697686000968,6.837302313999032
2025-12-22,SKU00005,3,20.042449587917112,-17.042449587917112
2025-12-29,SKU00005,12,17.680082998892864,-5.680082998892864
2026-01-05,SKU00005,1,10.885535353838721,-9.885535353838721
2025-11-17,SKU00006,14,19.257926001848126,-5.257926001848126
2025-11-24,SKU00006,21,20.249518928856922,0.7504810711430778
2025-12-01,SKU00006,11,18.759167615228055,-7.759167615228055
2025-12-08,SKU00006,7,18.230784738513506,-11.230784738513506
2025-12-15,SKU00006,12,19.518571674023327,-7.5185716740233275
2025-12-22,SKU00006,35,20.231870932083282,14.768129067916718
2025-12-29,SKU00006,14,18.244555240222077,-4.244555240222077
2026-01-05,SKU00006,4,12.75700491800383,-8.75700491800383
2025-11-17,SKU00007,24,32.21514424032474,-8.21514424032474
2025-11-24,SKU00007,27,33.092570697000454,-6.092570697000454
2025-12-01,SKU00007,30,32.387395740735684,-2.387395740735684
2025-12-08,SKU00007,22,32.34450845930248,-10.344508459302482
2025-12-15,SKU00007,30,29.759518209223465,0.24048179077653487
2025-12-22,SKU00007,38,32.25768839785228,5.742311602147723
2025-12-29,SKU00007,38,31.580662033776292,6.419337966223708
2026-01-05,SKU00007,8,19.725977829556594,-11.725977829556594
2025-11-17,SKU00008,12,10.802191627297914,1.1978083727020863
2025-11-24,SKU00008,10,12.5116678739605,-2.5116678739604996
2025-12-01,SKU00008,19,12.114456914150756,6.885543085849244
2025-12-08,SKU00008,8,13.86318784116957,-5.8631878411695695
2025-12-15,SKU00008,2,10.90916164040299,-8.90916164040299
2025-12-22,SKU00008,23,12.69354193945461,10.30645806054539
2025-12-29,SKU00008,14,13.513963898206132,0.4860361017938679
2026-01-05,SKU00008,2,8.781270251201587,-6.781270251201587
2025-11-17,SKU00009,10,10.307446571371331,-0.30744657137133125
2025-11-24,SKU00009,5,10.412344863208581,-5.412344863208581
2025-12-01,SKU00009,7,10.29077866282223,-3.2907786628222304
2025-12-08,SKU00009,15,10.87060189628368,4.129398103716319
2025-12-15,SKU00009,6,10.737537646780732,-4.737537646780732
2025-12-22,SKU00009,10,10.38530211846081,-0.3853021184608103
2025-12-29,SKU00009,22,9.634897707786847,12.365102292213153
2026-01-05,SKU00009,5,9.329618676004017,-4.329618676004017
2025-11-17,SKU00010,5,10.764039599499872,-5.764039599499872
2025-11-24,SKU00010,3,10.283003515671853,-7.283003515671853
2025-12-01,SKU00010,5,10.526858907603216,-5.526858907603216
2025-12-08,SKU00010,6,10.90459091134214,-4.90459091134214
2025-12-15,SKU00010,21,11.254523822275496,9.745476177724504
2025-12-22,SKU00010,18,11.881550621013188,6.118449378986812
2025-12-29,SKU00010,9,13.79225897963042,-4.79225897963042
2026-01-05,SKU00010,2,9.11673750581106,-7.116737505811059
2025-11-17,SKU00011,4,10.369209876737408,-6.369209876737408
2025-11-24,SKU00011,10,10.362527800714854,-0.36252780071485446
2025-12-01,SKU00011,7,11.940537237162564,-4.940537237162564
2025-12-08,SKU00011,20,10.990098862244931,9.009901137755069
2025-12-15,SKU00011,3,11.863218179504688,-8.863218179504688
2025-12-22,SKU00011,16,12.409825355537608,3.590174644462392
2025-12-29,SKU00011,7,10.964996104854396,-3.9649961048543965
2026-01-05,SKU00011,4,9.950988037572838,-5.950988037572838
2025-11-17,SKU00012,4,9.98763471256903,-5.9876347125690295
2025-11-24,SKU00012,13,10.038642302882343,2.9613576971176574
2025-12-01,SKU00012,14,10.575554973870236,3.4244450261297636
2025-12-08,SKU00012,3,11.31213850621596,-8.31213850621596
2025-12-15,SKU00012,7,11.068992072262528,-4.068992072262528
